空港・海港,国籍・地域,入国,alpha-3,lat,lon,年度
東京国際空港（羽田空港）,シンガポール,122.0,SGP,35.553333,139.781111,2017
成田国際空港,シンガポール,126.0,SGP,35.765278,140.385556,2017
小松空港,シンガポール,0.0,SGP,36.393889,136.4075,2017
富士山静岡空港,シンガポール,0.0,SGP,34.796111,138.189444,2017
中部国際空港,シンガポール,8.0,SGP,34.858333,136.805278,2017
関西国際空港,シンガポール,64.0,SGP,34.434167,135.232778,2017
広島空港,シンガポール,0.0,SGP,34.436111,132.919444,2017
関門（下関）港,シンガポール,0.0,SGP,33.957889,130.941333,2017
高松空港,シンガポール,0.0,SGP,34.214167,134.015556,2017
福岡空港,シンガポール,17.0,SGP,33.584444,130.451667,2017
博多港,シンガポール,0.0,SGP,33.605133,130.397414,2017
厳原港,シンガポール,0.0,SGP,34.1977845,129.2913508,2017
鹿児島空港,シンガポール,0.0,SGP,31.8,130.721667,2017
那覇空港,シンガポール,7.0,SGP,26.205556,127.650833,2017
その他,シンガポール,1.0,SGP,,,2017
新千歳空港,マレーシア,218.0,MYS,42.775,141.692222,2017
函館空港,マレーシア,0.0,MYS,41.77,140.821944,2017
仙台空港,マレーシア,0.0,MYS,38.136944,140.9225,2017
新潟空港,マレーシア,0.0,MYS,37.955833,139.120556,2017
東京国際空港（羽田空港）,マレーシア,44.0,MYS,35.553333,139.781111,2017
成田国際空港,マレーシア,332.0,MYS,35.765278,140.385556,2017
小松空港,マレーシア,0.0,MYS,36.393889,136.4075,2017
富士山静岡空港,マレーシア,0.0,MYS,34.796111,138.189444,2017
中部国際空港,マレーシア,1.0,MYS,34.858333,136.805278,2017
関西国際空港,マレーシア,393.0,MYS,34.434167,135.232778,2017
広島空港,マレーシア,0.0,MYS,34.436111,132.919444,2017
関門（下関）港,マレーシア,0.0,MYS,33.957889,130.941333,2017
高松空港,マレーシア,0.0,MYS,34.214167,134.015556,2017
福岡空港,マレーシア,1.0,MYS,33.584444,130.451667,2017
博多港,マレーシア,0.0,MYS,33.605133,130.397414,2017
厳原港,マレーシア,0.0,MYS,34.1977845,129.2913508,2017
鹿児島空港,マレーシア,0.0,MYS,31.8,130.721667,2017
那覇空港,マレーシア,2.0,MYS,26.205556,127.650833,2017
その他,マレーシア,1.0,MYS,,,2017
新千歳空港,インドネシア,0.0,IDN,42.775,141.692222,2017
函館空港,インドネシア,0.0,IDN,41.77,140.821944,2017
仙台空港,インドネシア,0.0,IDN,38.136944,140.9225,2017
新潟空港,インドネシア,0.0,IDN,37.955833,139.120556,2017
東京国際空港（羽田空港）,インドネシア,257.0,IDN,35.553333,139.781111,2017
成田国際空港,インドネシア,230.0,IDN,35.765278,140.385556,2017
小松空港,インドネシア,0.0,IDN,36.393889,136.4075,2017
富士山静岡空港,インドネシア,0.0,IDN,34.796111,138.189444,2017
中部国際空港,インドネシア,4.0,IDN,34.858333,136.805278,2017
関西国際空港,インドネシア,138.0,IDN,34.434167,135.232778,2017
広島空港,インドネシア,1.0,IDN,34.436111,132.919444,2017
関門（下関）港,インドネシア,0.0,IDN,33.957889,130.941333,2017
高松空港,インドネシア,0.0,IDN,34.214167,134.015556,2017
福岡空港,インドネシア,0.0,IDN,33.584444,130.451667,2017
博多港,インドネシア,0.0,IDN,33.605133,130.397414,2017
厳原港,インドネシア,0.0,IDN,34.1977845,129.2913508,2017
鹿児島空港,インドネシア,0.0,IDN,31.8,130.721667,2017
那覇空港,インドネシア,0.0,IDN,26.205556,127.650833,2017
その他,インドネシア,1.0,IDN,,,2017
新千歳空港,フィリピン,1.0,PHL,42.775,141.692222,2017
函館空港,フィリピン,0.0,PHL,41.77,140.821944,2017
仙台空港,フィリピン,0.0,PHL,38.136944,140.9225,2017
新潟空港,フィリピン,0.0,PHL,37.955833,139.120556,2017
東京国際空港（羽田空港）,フィリピン,131.0,PHL,35.553333,139.781111,2017
成田国際空港,フィリピン,310.0,PHL,35.765278,140.385556,2017
小松空港,フィリピン,0.0,PHL,36.393889,136.4075,2017
富士山静岡空港,フィリピン,0.0,PHL,34.796111,138.189444,2017
中部国際空港,フィリピン,59.0,PHL,34.858333,136.805278,2017
関西国際空港,フィリピン,214.0,PHL,34.434167,135.232778,2017
広島空港,フィリピン,0.0,PHL,34.436111,132.919444,2017
関門（下関）港,フィリピン,0.0,PHL,33.957889,130.941333,2017
高松空港,フィリピン,0.0,PHL,34.214167,134.015556,2017
福岡空港,フィリピン,42.0,PHL,33.584444,130.451667,2017
博多港,フィリピン,2.0,PHL,33.605133,130.397414,2017
厳原港,フィリピン,0.0,PHL,34.1977845,129.2913508,2017
鹿児島空港,フィリピン,0.0,PHL,31.8,130.721667,2017
那覇空港,フィリピン,0.0,PHL,26.205556,127.650833,2017
その他,フィリピン,9.0,PHL,,,2017
新千歳空港,ベトナム,0.0,VNM,42.775,141.692222,2017
函館空港,ベトナム,0.0,VNM,41.77,140.821944,2017
仙台空港,ベトナム,0.0,VNM,38.136944,140.9225,2017
新潟空港,ベトナム,0.0,VNM,37.955833,139.120556,2017
東京国際空港（羽田空港）,ベトナム,33.0,VNM,35.553333,139.781111,2017
成田国際空港,ベトナム,101.0,VNM,35.765278,140.385556,2017
小松空港,ベトナム,0.0,VNM,36.393889,136.4075,2017
富士山静岡空港,ベトナム,0.0,VNM,34.796111,138.189444,2017
中部国際空港,ベトナム,24.0,VNM,34.858333,136.805278,2017
関西国際空港,ベトナム,56.0,VNM,34.434167,135.232778,2017
広島空港,ベトナム,1.0,VNM,34.436111,132.919444,2017
関門（下関）港,ベトナム,0.0,VNM,33.957889,130.941333,2017
高松空港,ベトナム,0.0,VNM,34.214167,134.015556,2017
福岡空港,ベトナム,15.0,VNM,33.584444,130.451667,2017
博多港,ベトナム,0.0,VNM,33.605133,130.397414,2017
厳原港,ベトナム,0.0,VNM,34.1977845,129.2913508,2017
鹿児島空港,ベトナム,0.0,VNM,31.8,130.721667,2017
那覇空港,ベトナム,0.0,VNM,26.205556,127.650833,2017
その他,ベトナム,1.0,VNM,,,2017
新千歳空港,インド,1.0,IND,42.775,141.692222,2017
函館空港,インド,0.0,IND,41.77,140.821944,2017
仙台空港,インド,0.0,IND,38.136944,140.9225,2017
新潟空港,インド,0.0,IND,37.955833,139.120556,2017
東京国際空港（羽田空港）,インド,12.0,IND,35.553333,139.781111,2017
成田国際空港,インド,572.0,IND,35.765278,140.385556,2017
小松空港,インド,0.0,IND,36.393889,136.4075,2017
富士山静岡空港,インド,0.0,IND,34.796111,138.189444,2017
中部国際空港,インド,3.0,IND,34.858333,136.805278,2017
関西国際空港,インド,118.0,IND,34.434167,135.232778,2017
広島空港,インド,0.0,IND,34.436111,132.919444,2017
関門（下関）港,インド,0.0,IND,33.957889,130.941333,2017
高松空港,インド,0.0,IND,34.214167,134.015556,2017
福岡空港,インド,0.0,IND,33.584444,130.451667,2017
博多港,インド,0.0,IND,33.605133,130.397414,2017
厳原港,インド,0.0,IND,34.1977845,129.2913508,2017
鹿児島空港,インド,0.0,IND,31.8,130.721667,2017
那覇空港,インド,0.0,IND,26.205556,127.650833,2017
その他,インド,2.0,IND,,,2017
新千歳空港,英国,1.0,GBR,42.775,141.692222,2017
函館空港,英国,0.0,GBR,41.77,140.821944,2017
仙台空港,英国,0.0,GBR,38.136944,140.9225,2017
新潟空港,英国,0.0,GBR,37.955833,139.120556,2017
東京国際空港（羽田空港）,英国,319.0,GBR,35.553333,139.781111,2017
成田国際空港,英国,274.0,GBR,35.765278,140.385556,2017
小松空港,英国,0.0,GBR,36.393889,136.4075,2017
富士山静岡空港,英国,0.0,GBR,34.796111,138.189444,2017
中部国際空港,英国,4.0,GBR,34.858333,136.805278,2017
関西国際空港,英国,23.0,GBR,34.434167,135.232778,2017
広島空港,英国,1.0,GBR,34.436111,132.919444,2017
関門（下関）港,英国,0.0,GBR,33.957889,130.941333,2017
高松空港,英国,0.0,GBR,34.214167,134.015556,2017
福岡空港,英国,1.0,GBR,33.584444,130.451667,2017
博多港,英国,1.0,GBR,33.605133,130.397414,2017
厳原港,英国,0.0,GBR,34.1977845,129.2913508,2017
鹿児島空港,英国,0.0,GBR,31.8,130.721667,2017
那覇空港,英国,0.0,GBR,26.205556,127.650833,2017
その他,英国,9.0,GBR,,,2017
新千歳空港,ドイツ,0.0,DEU,42.775,141.692222,2017
函館空港,ドイツ,0.0,DEU,41.77,140.821944,2017
仙台空港,ドイツ,0.0,DEU,38.136944,140.9225,2017
新潟空港,ドイツ,0.0,DEU,37.955833,139.120556,2017
東京国際空港（羽田空港）,ドイツ,211.0,DEU,35.553333,139.781111,2017
成田国際空港,ドイツ,165.0,DEU,35.765278,140.385556,2017
小松空港,ドイツ,0.0,DEU,36.393889,136.4075,2017
富士山静岡空港,ドイツ,0.0,DEU,34.796111,138.189444,2017
中部国際空港,ドイツ,22.0,DEU,34.858333,136.805278,2017
関西国際空港,ドイツ,69.0,DEU,34.434167,135.232778,2017
広島空港,ドイツ,2.0,DEU,34.436111,132.919444,2017
関門（下関）港,ドイツ,0.0,DEU,33.957889,130.941333,2017
高松空港,ドイツ,0.0,DEU,34.214167,134.015556,2017
福岡空港,ドイツ,3.0,DEU,33.584444,130.451667,2017
博多港,ドイツ,0.0,DEU,33.605133,130.397414,2017
厳原港,ドイツ,0.0,DEU,34.1977845,129.2913508,2017
鹿児島空港,ドイツ,0.0,DEU,31.8,130.721667,2017
那覇空港,ドイツ,0.0,DEU,26.205556,127.650833,2017
その他,ドイツ,7.0,DEU,,,2017
新千歳空港,フランス,0.0,FRA,42.775,141.692222,2017
函館空港,フランス,0.0,FRA,41.77,140.821944,2017
仙台空港,フランス,0.0,FRA,38.136944,140.9225,2017
新潟空港,フランス,0.0,FRA,37.955833,139.120556,2017
東京国際空港（羽田空港）,フランス,244.0,FRA,35.553333,139.781111,2017
成田国際空港,フランス,219.0,FRA,35.765278,140.385556,2017
小松空港,フランス,0.0,FRA,36.393889,136.4075,2017
富士山静岡空港,フランス,0.0,FRA,34.796111,138.189444,2017
中部国際空港,フランス,4.0,FRA,34.858333,136.805278,2017
関西国際空港,フランス,84.0,FRA,34.434167,135.232778,2017
広島空港,フランス,0.0,FRA,34.436111,132.919444,2017
関門（下関）港,フランス,0.0,FRA,33.957889,130.941333,2017
高松空港,フランス,0.0,FRA,34.214167,134.015556,2017
福岡空港,フランス,4.0,FRA,33.584444,130.451667,2017
博多港,フランス,0.0,FRA,33.605133,130.397414,2017
厳原港,フランス,0.0,FRA,34.1977845,129.2913508,2017
鹿児島空港,フランス,0.0,FRA,31.8,130.721667,2017
那覇空港,フランス,0.0,FRA,26.205556,127.650833,2017
その他,フランス,0.0,FRA,,,2017
新千歳空港,イタリア,0.0,ITA,42.775,141.692222,2017
函館空港,イタリア,0.0,ITA,41.77,140.821944,2017
仙台空港,イタリア,0.0,ITA,38.136944,140.9225,2017
新潟空港,イタリア,0.0,ITA,37.955833,139.120556,2017
東京国際空港（羽田空港）,イタリア,56.0,ITA,35.553333,139.781111,2017
成田国際空港,イタリア,586.0,ITA,35.765278,140.385556,2017
小松空港,イタリア,0.0,ITA,36.393889,136.4075,2017
富士山静岡空港,イタリア,0.0,ITA,34.796111,138.189444,2017
中部国際空港,イタリア,1.0,ITA,34.858333,136.805278,2017
関西国際空港,イタリア,100.0,ITA,34.434167,135.232778,2017
広島空港,イタリア,0.0,ITA,34.436111,132.919444,2017
関門（下関）港,イタリア,0.0,ITA,33.957889,130.941333,2017
高松空港,イタリア,0.0,ITA,34.214167,134.015556,2017
福岡空港,イタリア,3.0,ITA,33.584444,130.451667,2017
博多港,イタリア,1.0,ITA,33.605133,130.397414,2017
厳原港,イタリア,0.0,ITA,34.1977845,129.2913508,2017
鹿児島空港,イタリア,0.0,ITA,31.8,130.721667,2017
那覇空港,イタリア,0.0,ITA,26.205556,127.650833,2017
その他,イタリア,3.0,ITA,,,2017
新千歳空港,スペイン,1.0,ESP,42.775,141.692222,2017
函館空港,スペイン,0.0,ESP,41.77,140.821944,2017
仙台空港,スペイン,0.0,ESP,38.136944,140.9225,2017
新潟空港,スペイン,0.0,ESP,37.955833,139.120556,2017
東京国際空港（羽田空港）,スペイン,40.0,ESP,35.553333,139.781111,2017
成田国際空港,スペイン,233.0,ESP,35.765278,140.385556,2017
小松空港,スペイン,0.0,ESP,36.393889,136.4075,2017
富士山静岡空港,スペイン,0.0,ESP,34.796111,138.189444,2017
中部国際空港,スペイン,1.0,ESP,34.858333,136.805278,2017
関西国際空港,スペイン,73.0,ESP,34.434167,135.232778,2017
広島空港,スペイン,0.0,ESP,34.436111,132.919444,2017
関門（下関）港,スペイン,0.0,ESP,33.957889,130.941333,2017
高松空港,スペイン,0.0,ESP,34.214167,134.015556,2017
福岡空港,スペイン,0.0,ESP,33.584444,130.451667,2017
博多港,スペイン,0.0,ESP,33.605133,130.397414,2017
厳原港,スペイン,0.0,ESP,34.1977845,129.2913508,2017
鹿児島空港,スペイン,0.0,ESP,31.8,130.721667,2017
那覇空港,スペイン,0.0,ESP,26.205556,127.650833,2017
その他,スペイン,0.0,ESP,,,2017
新千歳空港,ロシア,42.0,RUS,42.775,141.692222,2017
函館空港,ロシア,0.0,RUS,41.77,140.821944,2017
仙台空港,ロシア,0.0,RUS,38.136944,140.9225,2017
新潟空港,ロシア,1.0,RUS,37.955833,139.120556,2017
東京国際空港（羽田空港）,ロシア,7.0,RUS,35.553333,139.781111,2017
成田国際空港,ロシア,430.0,RUS,35.765278,140.385556,2017
小松空港,ロシア,0.0,RUS,36.393889,136.4075,2017
富士山静岡空港,ロシア,0.0,RUS,34.796111,138.189444,2017
中部国際空港,ロシア,0.0,RUS,34.858333,136.805278,2017
関西国際空港,ロシア,20.0,RUS,34.434167,135.232778,2017
広島空港,ロシア,0.0,RUS,34.436111,132.919444,2017
関門（下関）港,ロシア,0.0,RUS,33.957889,130.941333,2017
高松空港,ロシア,0.0,RUS,34.214167,134.015556,2017
福岡空港,ロシア,0.0,RUS,33.584444,130.451667,2017
博多港,ロシア,1.0,RUS,33.605133,130.397414,2017
厳原港,ロシア,0.0,RUS,34.1977845,129.2913508,2017
鹿児島空港,ロシア,0.0,RUS,31.8,130.721667,2017
那覇空港,ロシア,0.0,RUS,26.205556,127.650833,2017
その他,ロシア,4.0,RUS,,,2017
新千歳空港,米国,54.0,USA,42.775,141.692222,2017
函館空港,米国,0.0,USA,41.77,140.821944,2017
仙台空港,米国,1.0,USA,38.136944,140.9225,2017
新潟空港,米国,0.0,USA,37.955833,139.120556,2017
東京国際空港（羽田空港）,米国,692.0,USA,35.553333,139.781111,2017
成田国際空港,米国,1806.0,USA,35.765278,140.385556,2017
小松空港,米国,0.0,USA,36.393889,136.4075,2017
富士山静岡空港,米国,0.0,USA,34.796111,138.189444,2017
中部国際空港,米国,51.0,USA,34.858333,136.805278,2017
関西国際空港,米国,292.0,USA,34.434167,135.232778,2017
広島空港,米国,3.0,USA,34.436111,132.919444,2017
関門（下関）港,米国,0.0,USA,33.957889,130.941333,2017
高松空港,米国,0.0,USA,34.214167,134.015556,2017
福岡空港,米国,46.0,USA,33.584444,130.451667,2017
博多港,米国,4.0,USA,33.605133,130.397414,2017
厳原港,米国,0.0,USA,34.1977845,129.2913508,2017
鹿児島空港,米国,0.0,USA,31.8,130.721667,2017
那覇空港,米国,15.0,USA,26.205556,127.650833,2017
その他,米国,33.0,USA,,,2017
新千歳空港,カナダ,0.0,CAN,42.775,141.692222,2017
函館空港,カナダ,0.0,CAN,41.77,140.821944,2017
仙台空港,カナダ,0.0,CAN,38.136944,140.9225,2017
新潟空港,カナダ,0.0,CAN,37.955833,139.120556,2017
東京国際空港（羽田空港）,カナダ,198.0,CAN,35.553333,139.781111,2017
成田国際空港,カナダ,350.0,CAN,35.765278,140.385556,2017
小松空港,カナダ,0.0,CAN,36.393889,136.4075,2017
富士山静岡空港,カナダ,0.0,CAN,34.796111,138.189444,2017
中部国際空港,カナダ,15.0,CAN,34.858333,136.805278,2017
関西国際空港,カナダ,62.0,CAN,34.434167,135.232778,2017
広島空港,カナダ,0.0,CAN,34.436111,132.919444,2017
関門（下関）港,カナダ,0.0,CAN,33.957889,130.941333,2017
高松空港,カナダ,0.0,CAN,34.214167,134.015556,2017
福岡空港,カナダ,0.0,CAN,33.584444,130.451667,2017
博多港,カナダ,0.0,CAN,33.605133,130.397414,2017
厳原港,カナダ,0.0,CAN,34.1977845,129.2913508,2017
鹿児島空港,カナダ,0.0,CAN,31.8,130.721667,2017
那覇空港,カナダ,1.0,CAN,26.205556,127.650833,2017
その他,カナダ,8.0,CAN,,,2017
新千歳空港,オーストラリア,6.0,AUS,42.775,141.692222,2017
函館空港,オーストラリア,0.0,AUS,41.77,140.821944,2017
仙台空港,オーストラリア,0.0,AUS,38.136944,140.9225,2017
新潟空港,オーストラリア,0.0,AUS,37.955833,139.120556,2017
東京国際空港（羽田空港）,オーストラリア,201.0,AUS,35.553333,139.781111,2017
成田国際空港,オーストラリア,421.0,AUS,35.765278,140.385556,2017
小松空港,オーストラリア,0.0,AUS,36.393889,136.4075,2017
富士山静岡空港,オーストラリア,0.0,AUS,34.796111,138.189444,2017
中部国際空港,オーストラリア,3.0,AUS,34.858333,136.805278,2017
関西国際空港,オーストラリア,103.0,AUS,34.434167,135.232778,2017
広島空港,オーストラリア,1.0,AUS,34.436111,132.919444,2017
関門（下関）港,オーストラリア,0.0,AUS,33.957889,130.941333,2017
高松空港,オーストラリア,0.0,AUS,34.214167,134.015556,2017
福岡空港,オーストラリア,9.0,AUS,33.584444,130.451667,2017
博多港,オーストラリア,0.0,AUS,33.605133,130.397414,2017
厳原港,オーストラリア,0.0,AUS,34.1977845,129.2913508,2017
鹿児島空港,オーストラリア,0.0,AUS,31.8,130.721667,2017
那覇空港,オーストラリア,3.0,AUS,26.205556,127.650833,2017
その他,オーストラリア,21.0,AUS,,,2017
新千歳空港,その他,1.0,,42.775,141.692222,2017
函館空港,その他,0.0,,41.77,140.821944,2017
仙台空港,その他,0.0,,38.136944,140.9225,2017
新潟空港,その他,0.0,,37.955833,139.120556,2017
東京国際空港（羽田空港）,その他,36.0,,35.553333,139.781111,2017
成田国際空港,その他,301.0,,35.765278,140.385556,2017
小松空港,その他,0.0,,36.393889,136.4075,2017
富士山静岡空港,その他,0.0,,34.796111,138.189444,2017
中部国際空港,その他,17.0,,34.858333,136.805278,2017
関西国際空港,その他,66.0,,34.434167,135.232778,2017
広島空港,その他,0.0,,34.436111,132.919444,2017
関門（下関）港,その他,0.0,,33.957889,130.941333,2017
高松空港,その他,0.0,,34.214167,134.015556,2017
福岡空港,その他,12.0,,33.584444,130.451667,2017
博多港,その他,0.0,,33.605133,130.397414,2017
厳原港,その他,0.0,,34.1977845,129.2913508,2017
鹿児島空港,その他,0.0,,31.8,130.721667,2017
那覇空港,その他,0.0,,26.205556,127.650833,2017
その他,その他,3.0,,,,2017
新千歳空港,全国籍･地域,1570.0,,42.775,141.692222,2018
函館空港,全国籍･地域,70.0,,41.77,140.821944,2018
仙台空港,全国籍･地域,178.0,,38.136944,140.9225,2018
東京国際空港（羽田空港）,全国籍･地域,5676.0,,35.553333,139.781111,2018
成田国際空港,全国籍･地域,12783.0,,35.765278,140.385556,2018
小松空港,全国籍･地域,144.0,,36.393889,136.4075,2018
富士山静岡空港,全国籍･地域,96.0,,34.796111,138.189444,2018
中部国際空港,全国籍･地域,1549.0,,34.858333,136.805278,2018
関西国際空港,全国籍･地域,6778.0,,34.434167,135.232778,2018
広島空港,全国籍･地域,232.0,,34.436111,132.919444,2018
関門（下関）港,全国籍･地域,103.0,,33.957889,130.941333,2018
高松空港,全国籍･地域,258.0,,34.214167,134.015556,2018
福岡空港,全国籍･地域,1678.0,,33.584444,130.451667,2018
博多港,全国籍･地域,167.0,,33.605133,130.397414,2018
厳原港,全国籍･地域,86.0,,34.1977845,129.2913508,2018
鹿児島空港,全国籍･地域,246.0,,31.8,130.721667,2018
那覇空港,全国籍･地域,1249.0,,26.205556,127.650833,2018
その他,全国籍･地域,279.0,,,,2018
新千歳空港,韓国,232.0,KOR,42.775,141.692222,2018
函館空港,韓国,0.0,KOR,41.77,140.821944,2018
仙台空港,韓国,51.0,KOR,38.136944,140.9225,2018
東京国際空港（羽田空港）,韓国,231.0,KOR,35.553333,139.781111,2018
成田国際空港,韓国,419.0,KOR,35.765278,140.385556,2018
小松空港,韓国,36.0,KOR,36.393889,136.4075,2018
富士山静岡空港,韓国,55.0,KOR,34.796111,138.189444,2018
中部国際空港,韓国,113.0,KOR,34.858333,136.805278,2018
関西国際空港,韓国,904.0,KOR,34.434167,135.232778,2018
広島空港,韓国,48.0,KOR,34.436111,132.919444,2018
関門（下関）港,韓国,103.0,KOR,33.957889,130.941333,2018
高松空港,韓国,60.0,KOR,34.214167,134.015556,2018
福岡空港,韓国,597.0,KOR,33.584444,130.451667,2018
博多港,韓国,154.0,KOR,33.605133,130.397414,2018
厳原港,韓国,86.0,KOR,34.1977845,129.2913508,2018
鹿児島空港,韓国,65.0,KOR,31.8,130.721667,2018
那覇空港,韓国,284.0,KOR,26.205556,127.650833,2018
その他,韓国,54.0,KOR,,,2018
新千歳空港,台湾,215.0,TWN,42.775,141.692222,2018
函館空港,台湾,62.0,TWN,41.77,140.821944,2018
仙台空港,台湾,78.0,TWN,38.136944,140.9225,2018
東京国際空港（羽田空港）,台湾,208.0,TWN,35.553333,139.781111,2018
成田国際空港,台湾,595.0,TWN,35.765278,140.385556,2018
小松空港,台湾,66.0,TWN,36.393889,136.4075,2018
富士山静岡空港,台湾,20.0,TWN,34.796111,138.189444,2018
中部国際空港,台湾,131.0,TWN,34.858333,136.805278,2018
関西国際空港,台湾,579.0,TWN,34.434167,135.232778,2018
広島空港,台湾,48.0,TWN,34.436111,132.919444,2018
関門（下関）港,台湾,0.0,TWN,33.957889,130.941333,2018
高松空港,台湾,59.0,TWN,34.214167,134.015556,2018
福岡空港,台湾,209.0,TWN,33.584444,130.451667,2018
博多港,台湾,0.0,TWN,33.605133,130.397414,2018
厳原港,台湾,0.0,TWN,34.1977845,129.2913508,2018
鹿児島空港,台湾,38.0,TWN,31.8,130.721667,2018
那覇空港,台湾,314.0,TWN,26.205556,127.650833,2018
その他,台湾,25.0,TWN,,,2018
新千歳空港,香港,205.0,HKG,42.775,141.692222,2018
函館空港,香港,1.0,HKG,41.77,140.821944,2018
仙台空港,香港,0.0,HKG,38.136944,140.9225,2018
東京国際空港（羽田空港）,香港,190.0,HKG,35.553333,139.781111,2018
成田国際空港,香港,633.0,HKG,35.765278,140.385556,2018
小松空港,香港,0.0,HKG,36.393889,136.4075,2018
富士山静岡空港,香港,0.0,HKG,34.796111,138.189444,2018
中部国際空港,香港,179.0,HKG,34.858333,136.805278,2018
関西国際空港,香港,762.0,HKG,34.434167,135.232778,2018
広島空港,香港,64.0,HKG,34.436111,132.919444,2018
関門（下関）港,香港,0.0,HKG,33.957889,130.941333,2018
高松空港,香港,71.0,HKG,34.214167,134.015556,2018
福岡空港,香港,234.0,HKG,33.584444,130.451667,2018
博多港,香港,2.0,HKG,33.605133,130.397414,2018
厳原港,香港,0.0,HKG,34.1977845,129.2913508,2018
鹿児島空港,香港,105.0,HKG,31.8,130.721667,2018
那覇空港,香港,255.0,HKG,26.205556,127.650833,2018
その他,香港,26.0,HKG,,,2018
新千歳空港,中国,204.0,CHN,42.775,141.692222,2018
函館空港,中国,2.0,CHN,41.77,140.821944,2018
仙台空港,中国,48.0,CHN,38.136944,140.9225,2018
東京国際空港（羽田空港）,中国,602.0,CHN,35.553333,139.781111,2018
成田国際空港,中国,1032.0,CHN,35.765278,140.385556,2018
小松空港,中国,42.0,CHN,36.393889,136.4075,2018
富士山静岡空港,中国,21.0,CHN,34.796111,138.189444,2018
中部国際空港,中国,358.0,CHN,34.858333,136.805278,2018
関西国際空港,中国,1299.0,CHN,34.434167,135.232778,2018
広島空港,中国,36.0,CHN,34.436111,132.919444,2018
関門（下関）港,中国,0.0,CHN,33.957889,130.941333,2018
高松空港,中国,66.0,CHN,34.214167,134.015556,2018
福岡空港,中国,178.0,CHN,33.584444,130.451667,2018
博多港,中国,0.0,CHN,33.605133,130.397414,2018
厳原港,中国,0.0,CHN,34.1977845,129.2913508,2018
鹿児島空港,中国,37.0,CHN,31.8,130.721667,2018
那覇空港,中国,244.0,CHN,26.205556,127.650833,2018
その他,中国,24.0,CHN,,,2018
新千歳空港,タイ,127.0,THA,42.775,141.692222,2018
函館空港,タイ,0.0,THA,41.77,140.821944,2018
仙台空港,タイ,0.0,THA,38.136944,140.9225,2018
東京国際空港（羽田空港）,タイ,128.0,THA,35.553333,139.781111,2018
成田国際空港,タイ,559.0,THA,35.765278,140.385556,2018
小松空港,タイ,0.0,THA,36.393889,136.4075,2018
富士山静岡空港,タイ,0.0,THA,34.796111,138.189444,2018
中部国際空港,タイ,80.0,THA,34.858333,136.805278,2018
関西国際空港,タイ,240.0,THA,34.434167,135.232778,2018
広島空港,タイ,0.0,THA,34.436111,132.919444,2018
関門（下関）港,タイ,0.0,THA,33.957889,130.941333,2018
高松空港,タイ,0.0,THA,34.214167,134.015556,2018
福岡空港,タイ,87.0,THA,33.584444,130.451667,2018
博多港,タイ,1.0,THA,33.605133,130.397414,2018
厳原港,タイ,0.0,THA,34.1977845,129.2913508,2018
鹿児島空港,タイ,0.0,THA,31.8,130.721667,2018
那覇空港,タイ,70.0,THA,26.205556,127.650833,2018
その他,タイ,2.0,THA,,,2018
新千歳空港,シンガポール,62.0,SGP,42.775,141.692222,2018
函館空港,シンガポール,0.0,SGP,41.77,140.821944,2018
仙台空港,シンガポール,0.0,SGP,38.136944,140.9225,2018
東京国際空港（羽田空港）,シンガポール,162.0,SGP,35.553333,139.781111,2018
成田国際空港,シンガポール,122.0,SGP,35.765278,140.385556,2018
小松空港,シンガポール,0.0,SGP,36.393889,136.4075,2018
富士山静岡空港,シンガポール,0.0,SGP,34.796111,138.189444,2018
中部国際空港,シンガポール,47.0,SGP,34.858333,136.805278,2018
関西国際空港,シンガポール,102.0,SGP,34.434167,135.232778,2018
広島空港,シンガポール,28.0,SGP,34.436111,132.919444,2018
関門（下関）港,シンガポール,0.0,SGP,33.957889,130.941333,2018
高松空港,シンガポール,0.0,SGP,34.214167,134.015556,2018
福岡空港,シンガポール,59.0,SGP,33.584444,130.451667,2018
博多港,シンガポール,0.0,SGP,33.605133,130.397414,2018
厳原港,シンガポール,0.0,SGP,34.1977845,129.2913508,2018
鹿児島空港,シンガポール,0.0,SGP,31.8,130.721667,2018
那覇空港,シンガポール,54.0,SGP,26.205556,127.650833,2018
その他,シンガポール,1.0,SGP,,,2018
新千歳空港,マレーシア,315.0,MYS,42.775,141.692222,2018
函館空港,マレーシア,0.0,MYS,41.77,140.821944,2018
仙台空港,マレーシア,0.0,MYS,38.136944,140.9225,2018
東京国際空港（羽田空港）,マレーシア,50.0,MYS,35.553333,139.781111,2018
成田国際空港,マレーシア,505.0,MYS,35.765278,140.385556,2018
小松空港,マレーシア,0.0,MYS,36.393889,136.4075,2018
富士山静岡空港,マレーシア,0.0,MYS,34.796111,138.189444,2018
中部国際空港,マレーシア,6.0,MYS,34.858333,136.805278,2018
関西国際空港,マレーシア,571.0,MYS,34.434167,135.232778,2018
広島空港,マレーシア,0.0,MYS,34.436111,132.919444,2018
関門（下関）港,マレーシア,0.0,MYS,33.957889,130.941333,2018
高松空港,マレーシア,0.0,MYS,34.214167,134.015556,2018
福岡空港,マレーシア,1.0,MYS,33.584444,130.451667,2018
博多港,マレーシア,0.0,MYS,33.605133,130.397414,2018
厳原港,マレーシア,0.0,MYS,34.1977845,129.2913508,2018
鹿児島空港,マレーシア,0.0,MYS,31.8,130.721667,2018
